rct,nodea,nodeb,map_rel
30,30,232,1
30,30,875,1
30,30,1334,1
30,30,600,1
30,30,223,1
30,30,1224,1
30,30,949,1
30,30,360,1
30,30,567,1
30,30,1158,1
30,30,517,1
30,30,149,1
30,30,87,1
30,30,400,1
30,30,28,1
30,30,177,1
30,30,1154,1
30,30,1006,1
30,30,1621,1
30,30,451,1
30,30,520,1
30,30,775,1
30,30,749,1
30,30,326,1
30,30,1062,1
30,30,359,1
30,30,1246,1
30,30,563,1
30,30,634,1
30,30,165,1
30,30,1188,1
30,30,1519,2
30,30,96,2
30,30,108,2
30,30,31,2
30,30,20,2
30,30,373,2
30,30,465,2
30,30,189,2
30,30,393,2
30,30,856,2
30,30,110,2
30,30,1301,2
30,30,189,3
30,30,393,3
30,30,373,3
30,30,1301,3
30,30,31,3
30,30,20,3
30,30,96,3
30,30,108,3
30,30,465,3
30,30,856,3
30,30,110,3
30,30,1519,3
29,29,28,1
29,29,54,1
29,29,67,1
29,29,123,1
29,29,31,1
29,29,162,1
29,29,88,1
29,29,137,1
29,29,245,1
29,29,251,1
29,29,20,1
29,29,304,1
29,29,333,1
29,29,108,1
29,29,242,1
29,29,149,1
29,29,542,1
29,29,557,1
29,29,213,1
29,29,583,1
29,29,605,1
29,29,547,1
29,29,654,1
29,29,577,1
29,29,669,1
29,29,712,1
29,29,219,1
29,29,798,1
29,29,825,1
29,29,69,1
29,29,875,1
29,29,927,1
29,29,980,1
29,29,1030,1
29,29,563,1
29,29,1085,1
29,29,990,1
29,29,891,1
29,29,694,1
29,29,715,1
29,29,1176,1
29,29,1183,1
29,29,228,1
29,29,182,1
29,29,619,1
29,29,1243,1
29,29,1300,1
29,29,471,1
29,29,908,1
29,29,361,1
29,29,360,1
29,29,1098,1
29,29,1431,1
29,29,504,1
29,29,1490,1
29,29,7,1
29,29,1004,1
29,29,248,1
29,29,765,1
29,29,1589,1
29,29,1590,1
29,29,828,1
29,29,1615,1
29,29,1274,1
29,29,1318,1
29,29,338,1
29,29,993,1
29,29,1095,1
29,29,775,1
29,29,200,1
29,29,1299,1
29,29,1718,1
29,29,1620,1
29,29,246,1
29,29,391,1
29,29,302,1
29,29,1369,1
29,29,370,1
29,29,1628,1
29,29,314,1
29,29,760,1
29,29,570,1
29,29,1829,1
29,29,884,1
29,29,600,1
29,29,449,1
29,29,372,1
29,29,1878,1
29,29,1078,1
29,29,1482,1
29,29,996,1
29,29,1605,1
29,29,113,1
29,29,1822,1
29,29,1242,1
29,29,1468,1
29,29,223,1
29,29,1916,1
29,29,1017,1
29,29,1221,1
29,29,1957,1
29,29,295,1
29,29,835,1
29,29,2002,1
29,29,326,1
29,29,915,1
29,29,1936,1
29,29,90,1
29,29,266,1
29,29,78,1
29,29,353,1
29,29,2078,1
29,29,2082,1
29,29,376,1
29,29,1358,1
29,29,1960,1
29,29,2114,1
29,29,211,1
29,29,153,1
29,29,316,1
29,29,1107,1
29,29,125,1
29,29,2146,1
29,29,1234,1
29,29,2155,1
29,29,94,1
29,29,2076,1
29,29,80,1
29,29,85,1
29,29,493,1
29,29,1799,1
29,29,1786,1
29,29,1614,1
29,29,366,1
29,29,1419,1
29,29,324,1
29,29,193,1
29,29,729,1
29,29,928,1
29,29,502,1
29,29,594,1
29,29,354,1
29,29,1750,1
29,29,1508,1
29,29,2042,1
29,29,1562,1
29,29,107,1
29,29,2272,1
29,29,505,1
29,29,630,1
29,29,163,1
29,29,788,1
29,29,1912,1
29,29,1079,1
29,29,20,2
29,29,110,2
29,29,265,2
29,29,31,2
29,29,108,2
29,29,347,2
29,29,347,3
29,29,31,3
29,29,20,3
29,29,110,3
29,29,265,3
29,29,108,3
27,27,28,1
27,27,15,1
27,27,74,1
27,27,91,1
27,27,107,1
27,27,119,1
27,27,20,1
27,27,163,1
27,27,182,1
27,27,210,1
27,27,251,1
27,27,205,1
27,27,261,1
27,27,307,1
27,27,314,1
27,27,319,1
27,27,339,1
27,27,200,1
27,27,355,1
27,27,265,1
27,27,359,1
27,27,78,1
27,27,385,1
27,27,386,1
27,27,380,1
27,27,485,1
27,27,293,1
27,27,92,1
27,27,501,1
27,27,137,1
27,27,504,1
27,27,396,1
27,27,407,1
27,27,607,1
27,27,615,1
27,27,628,1
27,27,637,1
27,27,639,1
27,27,324,1
27,27,666,1
27,27,670,1
27,27,543,1
27,27,117,1
27,27,735,1
27,27,745,1
27,27,746,1
27,27,748,1
27,27,749,1
27,27,756,1
27,27,391,1
27,27,777,1
27,27,782,1
27,27,674,1
27,27,278,1
27,27,131,1
27,27,541,1
27,27,542,1
27,27,612,1
27,27,768,1
27,27,910,1
27,27,475,1
27,27,51,1
27,27,860,1
27,27,785,1
27,27,978,1
27,27,85,1
27,27,326,1
27,27,113,1
27,27,446,1
27,27,381,1
27,27,537,1
27,27,458,1
27,27,357,1
27,27,778,1
27,27,1054,1
27,27,1060,1
27,27,652,1
27,27,856,1
27,27,554,1
27,27,54,1
27,27,2,1
27,27,739,1
27,27,614,1
27,27,245,1
27,27,948,1
27,27,329,1
27,27,796,1
27,27,316,1
27,27,1128,1
27,27,17,1
27,27,60,1
27,27,13,1
27,27,399,1
27,27,94,1
27,27,816,1
27,27,1065,1
27,27,39,1
27,27,704,1
27,27,1240,1
27,27,987,1
27,27,1032,1
27,27,292,1
27,27,354,1
27,27,1258,1
27,27,598,1
27,27,321,1
27,27,242,1
27,27,1137,1
27,27,572,1
27,27,629,1
27,27,1286,1
27,27,1295,1
27,27,53,1
27,27,1102,1
27,27,96,1
27,27,276,1
27,27,179,1
27,27,1412,1
27,27,752,1
27,27,1023,1
27,27,1427,1
27,27,232,1
27,27,142,1
27,27,947,1
27,27,618,1
27,27,366,1
27,27,867,1
27,27,596,1
27,27,80,1
27,27,594,1
27,27,1007,1
27,27,1539,1
27,27,1486,1
27,27,228,1
27,27,1562,1
27,27,81,1
27,27,1432,1
27,27,486,1
27,27,1005,1
27,27,272,1
27,27,427,1
27,27,751,1
27,27,4,1
27,27,954,1
27,27,1401,1
27,27,1443,1
27,27,203,1
27,27,1678,1
27,27,553,1
27,27,342,1
27,27,915,1
27,27,1605,1
27,27,1701,1
27,27,281,1
27,27,1719,1
27,27,1727,1
27,27,792,1
27,27,479,1
27,27,546,1
27,27,35,1
27,27,772,1
27,27,761,1
27,27,449,1
27,27,631,1
27,27,222,1
27,27,147,1
27,27,635,1
27,27,1058,1
27,27,1072,1
27,27,1472,1
27,27,1272,1
27,27,974,1
27,27,1075,1
27,27,353,1
27,27,153,1
27,27,1852,1
27,27,144,1
27,27,510,1
27,27,43,1
27,27,608,1
27,27,393,1
27,27,434,1
27,27,1799,1
27,27,115,1
27,27,360,1
27,27,1332,1
27,27,491,1
27,27,875,1
27,27,531,1
27,27,727,1
27,27,877,1
27,27,1887,1
27,27,793,1
27,27,364,1
27,27,934,1
27,27,417,1
27,27,404,1
27,27,496,1
27,27,258,1
27,27,1927,1
27,27,1519,1
27,27,1934,1
27,27,1937,1
27,27,1944,1
27,27,165,1
27,27,684,1
27,27,1954,1
27,27,290,1
27,27,334,1
27,27,1966,1
27,27,757,1
27,27,1358,1
27,27,425,1
27,27,402,1
27,27,1972,1
27,27,1566,1
27,27,1817,1
27,27,578,1
27,27,1078,1
27,27,1733,1
27,27,175,1
27,27,123,1
27,27,1036,1
27,27,1850,1
27,27,759,1
27,27,1669,1
27,27,347,1
27,27,108,1
27,27,351,1
27,27,490,1
27,27,760,1
27,27,361,1
27,27,1183,1
27,27,2030,1
27,27,1300,1
27,27,1111,1
27,27,712,1
27,27,187,1
27,27,255,1
27,27,1136,1
27,27,966,1
27,27,2064,1
27,27,1468,1
27,27,1301,1
27,27,2073,1
27,27,2076,1
27,27,1626,1
27,27,369,1
27,27,2090,1
27,27,1724,1
27,27,540,1
27,27,1279,1
27,27,2104,1
27,27,679,1
27,27,183,1
27,27,352,1
27,27,550,1
27,27,257,1
27,27,2138,1
27,27,1260,1
27,27,2141,1
27,27,577,1
27,27,441,1
27,27,389,1
27,27,1871,1
27,27,346,1
27,27,214,1
27,27,432,1
27,27,2052,1
27,27,88,1
27,27,1359,1
27,27,132,1
27,27,1803,1
27,27,1601,1
27,27,634,1
27,27,1744,1
27,27,424,1
27,27,2207,1
27,27,1467,1
27,27,1149,1
27,27,688,1
27,27,2169,1
27,27,806,1
27,27,1097,1
27,27,1338,1
27,27,138,1
27,27,365,1
27,27,1168,1
27,27,621,1
27,27,387,1
27,27,2183,1
27,27,1152,1
27,27,430,1
27,27,367,1
27,27,376,1
27,27,2172,1
27,27,1728,1
27,27,1559,1
27,27,1031,1
27,27,1920,1
27,27,171,1
27,27,648,1
27,27,718,1
27,27,106,1
27,27,1485,1
27,27,1091,1
27,27,2292,1
27,27,1288,1
27,27,326,2
27,27,74,2
27,27,543,2
27,27,2326,2
27,27,486,2
27,27,978,2
27,27,91,2
27,27,265,2
27,27,752,2
27,27,1701,2
27,27,96,2
27,27,28,2
27,27,386,2
27,27,78,2
27,27,614,2
27,27,20,2
27,27,256,2
27,27,578,2
27,27,347,2
27,27,404,2
27,27,578,3
27,27,404,3
27,27,91,3
27,27,74,3
27,27,1701,3
27,27,28,3
27,27,78,3
27,27,326,3
27,27,20,3
27,27,256,3
27,27,2326,3
27,27,978,3
27,27,96,3
27,27,265,3
27,27,752,3
27,27,486,3
27,27,347,3
27,27,614,3
27,27,543,3
27,27,386,3
25,25,26,1
25,25,438,1
25,25,182,1
23,23,24,1
23,23,100,1
23,23,165,1
23,23,22,1
23,23,211,1
23,23,234,1
23,23,46,1
23,23,171,1
23,23,217,1
23,23,49,1
23,23,93,1
23,23,33,1
23,23,218,1
23,23,432,1
23,23,513,1
21,21,22,1
21,21,93,1
21,21,100,1
21,21,217,1
21,21,368,1
21,21,49,1
21,21,432,1
21,21,234,1
21,21,211,1
21,21,218,1
21,21,171,1
21,21,20,1
21,21,33,1
21,21,24,1
21,21,46,1
21,21,165,1
18,18,19,1
18,18,81,1
18,18,98,1
18,18,44,1
18,18,325,1
18,18,348,1
18,18,297,1
18,18,376,1
18,18,93,1
18,18,471,1
18,18,664,1
18,18,701,1
18,18,743,1
18,18,744,1
18,18,433,1
18,18,648,1
18,18,1014,1
18,18,1001,1
18,18,509,1
18,18,1066,1
18,18,1131,1
18,18,634,1
18,18,430,1
18,18,547,1
18,18,594,1
18,18,1382,1
18,18,1111,1
18,18,683,1
18,18,992,1
18,18,1273,1
18,18,494,1
18,18,873,1
18,18,1378,1
18,18,1774,1
18,18,189,1
18,18,391,1
18,18,7,1
18,18,1894,1
18,18,1580,1
18,18,1598,1
18,18,432,1
18,18,1965,1
18,18,1562,1
18,18,1991,1
18,18,1963,1
18,18,37,1
18,18,944,1
18,18,957,1
18,18,764,1
18,18,2089,1
18,18,2096,1
18,18,553,1
18,18,797,1
18,18,1646,1
18,18,938,1
18,18,2240,1
18,18,2242,1
18,18,2188,1
18,18,1927,1
18,18,1080,1
18,18,2321,1
18,18,510,1
18,18,683,2
18,18,44,2
18,18,189,2
18,18,683,3
18,18,189,3
18,18,44,3
16,16,17,1
16,16,33,1
16,16,215,1
16,16,161,1
16,16,100,1
16,16,22,1
16,16,20,1
16,16,347,1
16,16,217,1
16,16,49,1
16,16,171,1
16,16,234,1
16,16,46,1
16,16,280,1
16,16,211,1
16,16,432,1
16,16,93,1
16,16,513,1
16,16,140,1
16,16,1449,1
16,16,24,1
16,16,195,1
16,16,368,1
16,16,218,1
16,16,165,1
16,16,1509,1
16,16,711,1
16,16,481,1
16,16,1786,13
16,16,1098,13
16,16,195,13
16,16,17,13
14,14,15,1
14,14,20,1
14,14,70,1
14,14,102,1
14,14,131,1
14,14,137,1
14,14,110,1
14,14,338,1
14,14,96,1
14,14,356,1
14,14,28,1
14,14,54,1
14,14,393,1
14,14,361,1
14,14,228,1
14,14,7,1
14,14,544,1
14,14,545,1
14,14,585,1
14,14,600,1
14,14,638,1
14,14,642,1
14,14,211,1
14,14,765,1
14,14,775,1
14,14,815,1
14,14,245,1
14,14,776,1
14,14,465,1
14,14,839,1
14,14,601,1
14,14,268,1
14,14,731,1
14,14,555,1
14,14,966,1
14,14,907,1
14,14,1026,1
14,14,1051,1
14,14,1079,1
14,14,236,1
14,14,505,1
14,14,785,1
14,14,276,1
14,14,835,1
14,14,1362,1
14,14,1369,1
14,14,416,1
14,14,242,1
14,14,1085,1
14,14,1301,1
14,14,1452,1
14,14,1468,1
14,14,451,1
14,14,1259,1
14,14,1508,1
14,14,607,1
14,14,373,1
14,14,606,1
14,14,277,1
14,14,1547,1
14,14,87,1
14,14,884,1
14,14,611,1
14,14,316,1
14,14,729,1
14,14,1629,1
14,14,350,1
14,14,60,1
14,14,449,1
14,14,182,1
14,14,1715,1
14,14,1730,1
14,14,1750,1
14,14,486,1
14,14,1318,1
14,14,288,1
14,14,90,1
14,14,752,1
14,14,1804,1
14,14,1805,1
14,14,1820,1
14,14,748,1
14,14,577,1
14,14,189,1
14,14,400,1
14,14,312,1
14,14,1902,1
14,14,949,1
14,14,1572,1
14,14,563,1
14,14,1148,1
14,14,255,1
14,14,669,1
14,14,493,1
14,14,568,1
14,14,1955,1
14,14,165,1
14,14,1338,1
14,14,51,1
14,14,1270,1
14,14,977,1
14,14,1342,1
14,14,364,1
14,14,811,1
14,14,2092,1
14,14,1533,1
14,14,2179,1
14,14,1543,1
14,14,1245,1
14,14,1188,1
14,14,801,1
14,14,1553,1
14,14,485,1
14,14,2181,1
14,14,224,1
14,14,1484,1
14,14,749,1
14,14,414,1
14,14,798,1
14,14,6,1
14,14,1218,1
14,14,1210,1
14,14,1886,1
14,14,402,1
14,14,1277,1
14,14,293,1
14,14,1478,1
14,14,2185,1
14,14,872,1
14,14,78,1
14,14,2279,1
14,14,978,1
14,14,846,1
14,14,1702,1
14,14,666,1
14,14,2155,1
14,14,1340,1
14,14,614,1
14,14,96,2
14,14,20,2
14,14,51,2
14,14,15,2
14,14,102,2
14,14,872,2
14,14,1338,2
14,14,28,2
14,14,31,2
14,14,400,2
14,14,78,2
14,14,189,2
14,14,486,2
14,14,752,2
14,14,110,2
14,14,393,2
14,14,108,2
14,14,1188,2
14,14,978,2
14,14,20,3
14,14,102,3
14,14,1188,3
14,14,15,3
14,14,78,3
14,14,110,3
14,14,400,3
14,14,51,3
14,14,31,3
14,14,1338,3
14,14,96,3
14,14,108,3
14,14,393,3
14,14,486,3
14,14,189,3
14,14,872,3
14,14,978,3
14,14,752,3
14,14,28,3
12,12,13,1
12,12,66,1
12,12,75,1
12,12,7,1
12,12,158,1
12,12,172,1
12,12,268,1
12,12,154,1
12,12,223,1
12,12,372,1
12,12,535,1
12,12,546,1
12,12,566,1
12,12,513,1
12,12,859,1
12,12,874,1
12,12,128,1
12,12,924,1
12,12,9,1
12,12,901,1
12,12,871,1
12,12,306,1
12,12,346,1
12,12,47,1
12,12,663,1
12,12,1265,1
12,12,100,1
12,12,354,1
12,12,428,1
12,12,1071,1
12,12,914,1
12,12,1396,1
12,12,447,1
12,12,935,1
12,12,259,1
12,12,1623,1
12,12,718,1
12,12,1139,1
12,12,1256,1
12,12,652,1
12,12,41,1
12,12,112,1
10,10,11,1
10,10,141,1
10,10,118,1
10,10,286,1
10,10,20,1
10,10,306,1
10,10,410,1
10,10,603,1
10,10,685,1
10,10,865,1
10,10,1044,1
10,10,1147,1
10,10,1257,1
10,10,1298,1
10,10,1414,1
10,10,439,1
10,10,933,1
10,10,75,1
10,10,1717,1
10,10,1742,1
10,10,867,1
10,10,1762,1
10,10,1790,1
10,10,1833,1
10,10,1837,1
10,10,610,1
10,10,1867,1
10,10,353,1
10,10,1904,1
10,10,1622,1
10,10,321,1
10,10,73,1
10,10,167,1
10,10,893,1
10,10,209,1
10,10,825,1
10,10,1587,1
10,10,17,1
10,10,1995,1
10,10,2024,1
10,10,295,1
10,10,2080,1
10,10,1835,1
10,10,1788,1
10,10,595,1
10,10,392,1
10,10,1031,1
10,10,2217,1
10,10,130,1
10,10,1372,1
10,10,112,1
10,10,1096,1
10,10,2196,1
10,10,1818,1
10,10,1071,1
10,10,1640,1
8,8,9,1
8,8,154,1
8,8,13,1
8,8,316,1
8,8,428,1
8,8,158,1
8,8,718,1
8,8,372,1
8,8,447,1
8,8,914,1
8,8,566,1
8,8,75,1
8,8,306,1
8,8,1071,1
8,8,1139,1
8,8,663,1
8,8,268,1
8,8,874,1
8,8,223,1
8,8,259,1
8,8,901,1
8,8,7,1
8,8,871,1
8,8,1265,1
8,8,346,1
8,8,66,1
8,8,935,1
8,8,1256,1
8,8,1623,1
8,8,172,1
8,8,47,1
8,8,112,1
8,8,1396,1
8,8,546,1
8,8,354,1
8,8,41,1
8,8,535,1
8,8,924,1
5,5,6,1
5,5,631,1
5,5,934,1
5,5,277,1
3,3,4,1
1,1,2,1
1,1,44,1
1,1,47,1
1,1,50,1
1,1,51,1
1,1,19,1
1,1,20,1
1,1,73,1
1,1,88,1
1,1,33,1
1,1,91,1
1,1,24,1
1,1,113,1
1,1,15,1
1,1,78,1
1,1,132,1
1,1,125,1
1,1,138,1
1,1,130,1
1,1,143,1
1,1,28,1
1,1,7,1
1,1,161,1
1,1,140,1
1,1,165,1
1,1,183,1
1,1,187,1
1,1,96,1
1,1,219,1
1,1,74,1
1,1,102,1
1,1,247,1
1,1,257,1
1,1,258,1
1,1,259,1
1,1,260,1
1,1,264,1
1,1,265,1
1,1,272,1
1,1,274,1
1,1,281,1
1,1,200,1
1,1,290,1
1,1,213,1
1,1,215,1
1,1,60,1
1,1,153,1
1,1,306,1
1,1,217,1
1,1,280,1
1,1,326,1
1,1,349,1
1,1,93,1
1,1,357,1
1,1,31,1
1,1,92,1
1,1,117,1
1,1,362,1
1,1,365,1
1,1,373,1
1,1,377,1
1,1,80,1
1,1,387,1
1,1,22,1
1,1,400,1
1,1,401,1
1,1,63,1
1,1,404,1
1,1,211,1
1,1,17,1
1,1,419,1
1,1,407,1
1,1,90,1
1,1,434,1
1,1,437,1
1,1,441,1
1,1,442,1
1,1,450,1
1,1,391,1
1,1,455,1
1,1,475,1
1,1,49,1
1,1,491,1
1,1,354,1
1,1,137,1
1,1,496,1
1,1,507,1
1,1,510,1
1,1,520,1
1,1,361,1
1,1,433,1
1,1,195,1
1,1,541,1
1,1,543,1
1,1,550,1
1,1,554,1
1,1,46,1
1,1,562,1
1,1,342,1
1,1,572,1
1,1,576,1
1,1,577,1
1,1,488,1
1,1,579,1
1,1,580,1
1,1,242,1
1,1,591,1
1,1,594,1
1,1,547,1
1,1,596,1
1,1,347,1
1,1,610,1
1,1,612,1
1,1,432,1
1,1,616,1
1,1,490,1
1,1,629,1
1,1,427,1
1,1,634,1
1,1,339,1
1,1,607,1
1,1,647,1
1,1,648,1
1,1,649,1
1,1,214,1
1,1,674,1
1,1,85,1
1,1,684,1
1,1,128,1
1,1,691,1
1,1,425,1
1,1,706,1
1,1,714,1
1,1,149,1
1,1,749,1
1,1,757,1
1,1,218,1
1,1,770,1
1,1,446,1
1,1,772,1
1,1,778,1
1,1,779,1
1,1,389,1
1,1,789,1
1,1,793,1
1,1,806,1
1,1,816,1
1,1,803,1
1,1,399,1
1,1,822,1
1,1,828,1
1,1,393,1
1,1,839,1
1,1,845,1
1,1,286,1
1,1,681,1
1,1,702,1
1,1,858,1
1,1,386,1
1,1,873,1
1,1,110,1
1,1,585,1
1,1,203,1
1,1,454,1
1,1,893,1
1,1,11,1
1,1,911,1
1,1,912,1
1,1,913,1
1,1,542,1
1,1,919,1
1,1,351,1
1,1,163,1
1,1,118,1
1,1,937,1
1,1,941,1
1,1,948,1
1,1,950,1
1,1,316,1
1,1,738,1
1,1,308,1
1,1,297,1
1,1,322,1
1,1,278,1
1,1,226,1
1,1,981,1
1,1,983,1
1,1,615,1
1,1,990,1
1,1,994,1
1,1,751,1
1,1,1005,1
1,1,288,1
1,1,1017,1
1,1,1032,1
1,1,1036,1
1,1,1042,1
1,1,637,1
1,1,58,1
1,1,745,1
1,1,360,1
1,1,915,1
1,1,1072,1
1,1,1078,1
1,1,1084,1
1,1,350,1
1,1,1096,1
1,1,1097,1
1,1,356,1
1,1,119,1
1,1,1107,1
1,1,466,1
1,1,179,1
1,1,553,1
1,1,1120,1
1,1,417,1
1,1,1123,1
1,1,106,1
1,1,992,1
1,1,544,1
1,1,1128,1
1,1,1051,1
1,1,998,1
1,1,628,1
1,1,566,1
1,1,792,1
1,1,1136,1
1,1,324,1
1,1,1114,1
1,1,1149,1
1,1,332,1
1,1,1152,1
1,1,1102,1
1,1,1169,1
1,1,1177,1
1,1,944,1
1,1,974,1
1,1,712,1
1,1,967,1
1,1,1193,1
1,1,796,1
1,1,268,1
1,1,1196,1
1,1,1205,1
1,1,293,1
1,1,353,1
1,1,652,1
1,1,198,1
1,1,1209,1
1,1,1213,1
1,1,1222,1
1,1,131,1
1,1,1225,1
1,1,670,1
1,1,1229,1
1,1,147,1
1,1,414,1
1,1,1243,1
1,1,459,1
1,1,1247,1
1,1,701,1
1,1,1251,1
1,1,100,1
1,1,402,1
1,1,75,1
1,1,1262,1
1,1,486,1
1,1,352,1
1,1,223,1
1,1,1266,1
1,1,1267,1
1,1,1268,1
1,1,1269,1
1,1,979,1
1,1,679,1
1,1,1015,1
1,1,1280,1
1,1,846,1
1,1,56,1
1,1,108,1
1,1,739,1
1,1,1289,1
1,1,1290,1
1,1,193,1
1,1,54,1
1,1,721,1
1,1,1296,1
1,1,546,1
1,1,1048,1
1,1,1304,1
1,1,1010,1
1,1,1080,1
1,1,364,1
1,1,1240,1
1,1,314,1
1,1,1320,1
1,1,1322,1
1,1,753,1
1,1,1340,1
1,1,1350,1
1,1,1355,1
1,1,424,1
1,1,1358,1
1,1,1260,1
1,1,359,1
1,1,1361,1
1,1,81,1
1,1,182,1
1,1,1329,1
1,1,1368,1
1,1,914,1
1,1,1286,1
1,1,1139,1
1,1,1200,1
1,1,1381,1
1,1,369,1
1,1,1058,1
1,1,1075,1
1,1,1390,1
1,1,895,1
1,1,1246,1
1,1,1407,1
1,1,1189,1
1,1,1252,1
1,1,907,1
1,1,1178,1
1,1,1184,1
1,1,1301,1
1,1,175,1
1,1,578,1
1,1,1423,1
1,1,1426,1
1,1,1158,1
1,1,1432,1
1,1,614,1
1,1,307,1
1,1,673,1
1,1,797,1
1,1,853,1
1,1,555,1
1,1,784,1
1,1,1461,1
1,1,1462,1
1,1,209,1
1,1,1467,1
1,1,380,1
1,1,1477,1
1,1,1483,1
1,1,1486,1
1,1,631,1
1,1,1498,1
1,1,1501,1
1,1,1503,1
1,1,704,1
1,1,1505,1
1,1,338,1
1,1,1509,1
1,1,748,1
1,1,831,1
1,1,1516,1
1,1,537,1
1,1,1519,1
1,1,1520,1
1,1,635,1
1,1,531,1
1,1,329,1
1,1,94,1
1,1,43,1
1,1,957,1
1,1,410,1
1,1,471,1
1,1,1514,1
1,1,1342,1
1,1,1570,1
1,1,1573,1
1,1,1578,1
1,1,1006,1
1,1,403,1
1,1,228,1
1,1,1585,1
1,1,683,1
1,1,1517,1
1,1,4,1
1,1,872,1
1,1,1599,1
1,1,70,1
1,1,1605,1
1,1,1607,1
1,1,1540,1
1,1,505,1
1,1,468,1
1,1,630,1
1,1,1490,1
1,1,731,1
1,1,396,1
1,1,920,1
1,1,13,1
1,1,932,1
1,1,1659,1
1,1,1412,1
1,1,619,1
1,1,877,1
1,1,734,1
1,1,1682,1
1,1,727,1
1,1,1406,1
1,1,115,1
1,1,1688,1
1,1,160,1
1,1,1031,1
1,1,930,1
1,1,1273,1
1,1,1695,1
1,1,1706,1
1,1,1027,1
1,1,205,1
1,1,1709,1
1,1,1712,1
1,1,1197,1
1,1,451,1
1,1,256,1
1,1,1305,1
1,1,1469,1
1,1,1526,1
1,1,1344,1
1,1,599,1
1,1,1720,1
1,1,804,1
1,1,902,1
1,1,1723,1
1,1,1284,1
1,1,1619,1
1,1,1725,1
1,1,222,1
1,1,951,1
1,1,782,1
1,1,504,1
1,1,790,1
1,1,376,1
1,1,1740,1
1,1,582,1
1,1,1023,1
1,1,177,1
1,1,759,1
1,1,1759,1
1,1,1559,1
1,1,1513,1
1,1,1557,1
1,1,754,1
1,1,1380,1
1,1,1447,1
1,1,1775,1
1,1,276,1
1,1,104,1
1,1,1583,1
1,1,1544,1
1,1,575,1
1,1,485,1
1,1,167,1
1,1,1794,1
1,1,1796,1
1,1,602,1
1,1,299,1
1,1,1799,1
1,1,334,1
1,1,292,1
1,1,392,1
1,1,711,1
1,1,1372,1
1,1,232,1
1,1,1810,1
1,1,1814,1
1,1,1818,1
1,1,1713,1
1,1,955,1
1,1,1351,1
1,1,1827,1
1,1,368,1
1,1,1835,1
1,1,563,1
1,1,1845,1
1,1,1847,1
1,1,811,1
1,1,1577,1
1,1,41,1
1,1,1429,1
1,1,406,1
1,1,1458,1
1,1,1863,1
1,1,1866,1
1,1,1487,1
1,1,891,1
1,1,1869,1
1,1,1009,1
1,1,1871,1
1,1,1875,1
1,1,421,1
1,1,237,1
1,1,532,1
1,1,954,1
1,1,1880,1
1,1,295,1
1,1,1744,1
1,1,892,1
1,1,1038,1
1,1,1758,1
1,1,1892,1
1,1,1896,1
1,1,1007,1
1,1,1422,1
1,1,1085,1
1,1,355,1
1,1,1098,1
1,1,381,1
1,1,1900,1
1,1,1288,1
1,1,1822,1
1,1,1905,1
1,1,112,1
1,1,1595,1
1,1,1364,1
1,1,1677,1
1,1,756,1
1,1,639,1
1,1,1485,1
1,1,1921,1
1,1,1925,1
1,1,1929,1
1,1,1183,1
1,1,517,1
1,1,962,1
1,1,1431,1
1,1,538,1
1,1,366,1
1,1,83,1
1,1,973,1
1,1,742,1
1,1,1065,1
1,1,1045,1
1,1,1951,1
1,1,1952,1
1,1,245,1
1,1,1764,1
1,1,321,1
1,1,1831,1
1,1,833,1
1,1,1969,1
1,1,1693,1
1,1,440,1
1,1,1629,1
1,1,1736,1
1,1,210,1
1,1,788,1
1,1,859,1
1,1,1984,1
1,1,367,1
1,1,26,1
1,1,458,1
1,1,760,1
1,1,1920,1
1,1,501,1
1,1,1382,1
1,1,157,1
1,1,887,1
1,1,1980,1
1,1,1435,1
1,1,1111,1
1,1,1727,1
1,1,1701,1
1,1,1686,1
1,1,1587,1
1,1,1219,1
1,1,2021,1
1,1,1508,1
1,1,2038,1
1,1,1384,1
1,1,1628,1
1,1,685,1
1,1,2047,1
1,1,2049,1
1,1,525,1
1,1,600,1
1,1,2063,1
1,1,2068,1
1,1,428,1
1,1,1746,1
1,1,752,1
1,1,1082,1
1,1,370,1
1,1,1959,1
1,1,69,1
1,1,1257,1
1,1,1820,1
1,1,2097,1
1,1,2098,1
1,1,1608,1
1,1,1271,1
1,1,1812,1
1,1,1279,1
1,1,1433,1
1,1,2124,1
1,1,618,1
1,1,2126,1
1,1,978,1
1,1,625,1
1,1,1463,1
1,1,1669,1
1,1,1473,1
1,1,583,1
1,1,2164,1
1,1,1330,1
1,1,2169,1
1,1,1971,1
1,1,690,1
1,1,142,1
1,1,763,1
1,1,449,1
1,1,271,1
1,1,2046,1
1,1,1911,1
1,1,2188,1
1,1,2090,1
1,1,2040,1
1,1,949,1
1,1,2015,1
1,1,1774,1
1,1,1633,1
1,1,545,1
1,1,1154,1
1,1,2209,1
1,1,1767,1
1,1,1803,1
1,1,318,1
1,1,144,1
1,1,1841,1
1,1,982,1
1,1,1324,1
1,1,1168,1
1,1,1854,1
1,1,964,1
1,1,1318,1
1,1,1231,1
1,1,1300,1
1,1,1983,1
1,1,2245,1
1,1,1071,1
1,1,1472,1
1,1,680,1
1,1,2259,1
1,1,1945,1
1,1,1086,1
1,1,595,1
1,1,1643,1
1,1,897,1
1,1,255,1
1,1,1808,1
1,1,641,1
1,1,1678,1
1,1,444,1
